Rank,Freq,Infinitiv,Präsens_ich,Präsens_ich*,Präsens_du,Präsens_du*,"Präsens_er, sie, es",Präteritum_ich,Präteritum_ich*,Partizip II,Partizip II*,Konjunktiv II_ich,Konjunktiv II_ich*,Imperativ Singular,Imperativ Singular*,Imperativ Singular 2,Imperativ Plural,Imperativ Plural*,Hilfsverb,Hilfsverb*,English,Spanish,French
2377,204,ausfragen,frage aus,,fragst aus,,fragt aus,fragte aus,,ausgefragt,,fragte aus,,frag aus,frage aus,,fragt aus,,haben,,question,pregunta,question
2378,204,ochsen,ochse,,ochst,,ochst,ochste,,geochst,,ochste,,ochs,ochse,,ochst,,haben,,oxen,bueyes,bœufs
2369,205,entfalten,entfalte,,entfaltest,,entfaltet,entfaltete,,entfaltet,,entfaltete,,entfalt,entfalte,,entfaltet,,haben,,unfold,desplegar,se dérouler
2370,205,kreieren,kreiere,,kreierst,,kreiert,kreierte,,kreiert,,kreierte,,kreiere,kreier,,kreiert,,haben,,create,crear,créer
2371,205,zollen,zolle,,zollst,,zollt,zollte,,gezollt,,zollte,,zolle,,,zollt,,haben,,pay tribute,rendir homenaje,rendre hommage
2372,205,geleiten,geleite,,geleitest,,geleitet,geleitete,,geleitet,,geleitete,,geleite,geleit,,geleitet,,haben,,escort,escolta,escorte
2373,205,unterkommen,komme unter,,kommst unter,,kommt unter,kam unter,,untergekommen,,käme unter,,komm unter,komme unter,,kommt unter,,sein,,accommodate,acomodar,accommoder
2365,206,integrieren,integriere,,integrierst,,integriert,integrierte,,integriert,,integrierte,,integriere,integrier,,integriert,,haben,,integrate,integrar,intégrer
2366,206,entwenden,entwende,,entwendest,,entwendet,entwendete,,entwendet,,entwendete,,entwende,,,entwendet,,haben,,steal,robar,voler
2367,206,schänden,schände,,schändest,,schändet,schändete,,geschändet,,schändete,,schände,,,schändet,,haben,,desecrate,profanar,profaner
2368,206,wegblasen,blase weg,,bläst weg,,bläst weg,blies weg,,weggeblasen,,bliese weg,,blas weg,blase weg,,blast weg,,haben,,blow away,arrancar,souffler
2363,207,abtauchen,tauche ab,,tauchst ab,,taucht ab,tauchte ab,,abgetaucht,,tauchte ab,,tauch ab,tauche ab,,taucht ab,,sein,,submerge,sumergir,submerger
2364,207,schachteln,schachtle,schachtele,schachtelst,,schachtelt,schachtelte,,geschachtelt,,schachtelte,,schachtle,schachtele,,schachtelt,,haben,,nest,nido,nid
2357,208,gackern,gackere,,gackerst,,gackert,gackerte,,gegackert,,gackerte,,gackere,,,gackert,,haben,,cackle,cacareo,caqueter
2358,208,meditieren,meditiere,,meditierst,,meditiert,meditierte,,meditiert,,meditierte,,meditier,meditiere,,meditiert,,haben,,meditate,meditar,méditer
2359,208,kaputtmachen,mache kaputt,,machst kaputt,,macht kaputt,machte kaputt,,kaputtgemacht,,machte kaputt,,mach kaputt,mache kaputt,,macht kaputt,,haben,,break something,romper algo,casser quelque chose
2360,208,beleuchten,beleuchte,,beleuchtest,,beleuchtet,beleuchtete,,beleuchtet,,beleuchtete,,beleuchte,,,beleuchtet,,haben,,illuminate,iluminar,éclairer
2361,208,gurken,gurke,,gurkst,,gurkt,gurkte,,gegurkt,,gurkte,,gurk,gurke,,gurkt,,sein,,cucumbers,pepinos,concombres
2362,208,zuziehen,ziehe zu,,ziehst zu,,zieht zu,zog zu,,zugezogen,,zöge zu,,zieh zu,ziehe zu,,zieht zu,,haben,sein,pull,jalar,tirer
2350,209,importieren,importiere,,importierst,,importiert,importierte,,importiert,,importierte,,importiere,importier,,importiert,,haben,,import,importar,importer
2351,209,abschrecken,schrecke ab,,schreckst ab,,schreckt ab,schreckte ab,,abgeschreckt,,schreckte ab,,schreck ab,,,schreckt ab,,haben,,scare off,espantar,effrayer
2352,209,häuten,häute,,häutest,,häutet,häutete,,gehäutet,,häutete,,häut,häute,,häutet,,haben,,skin,piel,peau
2353,209,schnupfen,schnupfe,,schnupfst,,schnupft,schnupfte,,geschnupft,,schnupfte,,schnupf,,,schnupft,,haben,,sniffles,resoplidos,renifle
2354,209,begünstigen,begünstige,,begünstigst,,begünstigt,begünstigte,,begünstigt,,begünstigte,,begünstige,,,begünstigt,,haben,,favor,favor,service
2355,209,schlitzen,schlitze,,schlitzt,,schlitzt,schlitzte,,geschlitzt,,schlitzte,,schlitz,schlitze,,schlitzt,,haben,,slit,abertura,fente
2356,209,aufsammeln,sammle auf,sammele auf,sammelst auf,,sammelt auf,sammelte auf,,aufgesammelt,,sammelte auf,,sammle auf,,,sammelt auf,,haben,,collect,recolectar,collecter
2347,210,versteigern,versteigere,,versteigerst,,versteigert,versteigerte,,versteigert,,versteigerte,,versteigere,,,versteigert,,haben,,auction,subasta,enchères
2348,210,türmen,türme,,türmst,,türmt,türmte,,getürmt,,türmte,,türm,türme,,türmt,,sein,,pile up,acumular,entasser
2349,210,verschwören,verschwöre,,verschwörst,,verschwört,verschwor,verschwur,verschworen,,verschwor,,verschwör,verschwöre,,verschwört,,haben,,conspire,conspirar,conspirer
2346,211,anpacken,packe an,,packst an,,packt an,packte an,,angepackt,,packte an,,pack an,packe an,,packt an,,haben,,tackle,abordar,tacle
2341,212,besänftigen,besänftige,,besänftigst,,besänftigt,besänftigte,,besänftigt,,besänftigte,,besänftige,,,besänftigt,,haben,,appease,apaciguar,apaiser
2342,212,freihalten,halte frei,,hältst frei,,hält frei,hielt frei,,freigehalten,,hielte frei,,halt frei,halte frei,,haltet frei,,haben,,keep free,mantente libre,rester libre
2343,212,anwerben,werbe an,,wirbst an,,wirbt an,warb an,,angeworben,,würbe an,,wirb an,,,werbt an,,haben,,recruit,recluta,recruter
2344,212,antreffen,treffe an,,triffst an,,trifft an,traf an,,angetroffen,,träfe an,,triff an,,,trefft an,,haben,,encounter,encontrar,rencontre
2345,212,auswechseln,wechsle aus,wechsele aus,wechselst aus,,wechselt aus,wechselte aus,,ausgewechselt,,wechselte aus,,wechsel aus,wechsle aus,,wechselt aus,,haben,,replace,reemplazar,remplacer
2337,214,schwanken,schwanke,,schwankst,,schwankt,schwankte,,geschwankt,,schwankte,,schwank,schwanke,,schwankt,,sein,haben,vary,variar,varier
2338,214,vergreifen,vergreife,,vergreifst,,vergreift,vergriff,,vergriffen,,vergriffe,,vergreif,,,vergreift,,haben,,violate,violar,violer
2339,214,nachstellen,stelle nach,,stellst nach,,stellt nach,stellte nach,,nachgestellt,,stellte nach,,stell nach,stelle nach,,stellt nach,,haben,,recreate,recrear,recréer
2340,214,umkreisen,umkreise,,umkreist,,umkreist,umkreiste,,umkreist,,umkreiste,,umkreis,umkreise,,umkreist,,haben,,circle,círculo,cercle
2335,215,erdrosseln,erdrossele,,erdrosselst,,erdrosselt,erdrosselte,,erdrosselt,,erdrosselte,,erdrossle,erdrossele,,erdrosselt,,haben,,strangle,estrangular,étrangler
2336,215,zuschreiben,schreibe zu,,schreibst zu,,schreibt zu,schrieb zu,,zugeschrieben,,schriebe zu,,schreibe zu,schreib zu,,schreibt zu,,haben,,attribute,atributo,attribut
2331,216,zuordnen,ordne zu,,ordnest zu,,ordnet zu,ordnete zu,,zugeordnet,,ordnete zu,,ordne zu,,,ordnet zu,,haben,,assign,asignar,attribuer
2332,216,frisieren,frisiere,,frisierst,,frisiert,frisierte,,frisiert,,frisierte,,frisiere,frisier,,frisiert,,haben,,do your hair,peina tu cabello,fais tes cheveux
2333,216,faxen,faxe,,faxt,,faxt,faxte,,gefaxt,,faxte,,fax,faxe,,faxt,,haben,,fax,fax,fax
2334,216,klumpen,—,,—,,klumpt,klumpte,,geklumpt,,klumpte,,—,,,—,,haben,,clump,grupo,touffe
2328,217,widerrufen,widerrufe,,widerrufst,,widerruft,widerrief,,widerrufen,,widerriefe,,widerrufe,,,widerruft,,haben,,revoked,revocado,révoqué
2329,217,abräumen,räume ab,,räumst ab,,räumt ab,räumte ab,,abgeräumt,,räumte ab,,räume ab,räum ab,,räumt ab,,haben,,clear away,quitar,dissiper
2330,217,austrocknen,trockne aus,,trocknest aus,,trocknet aus,trocknete aus,,ausgetrocknet,,trocknete aus,,trockne aus,,,trocknet aus,,haben,sein,dry out,secarse,dessécher
2322,218,fluten,–,,–,,flutet,–,,geflutet,,–,,–,,,–,,sein,,flood,inundación,inondation
2323,218,tasten,taste,,tastest,,tastet,tastete,,getastet,,tastete,,tast,taste,,tastet,,haben,,buttons,botones,boutons
2324,218,abhaken,hake ab,,hakst ab,,hakt ab,hakte ab,,abgehakt,,hakte ab,,hak ab,hake ab,,hakt ab,,haben,,tick off,fastidiar,cocher
2325,218,stiefeln,stiefle,stiefele,stiefelst,,stiefelt,stiefelte,,gestiefelt,,stiefelte,,stiefle,stiefele,,stiefelt,,sein,haben,boots,botas,bottes
2326,218,einwerfen,werfe ein,,wirfst ein,,wirft ein,warf ein,,eingeworfen,,würfe ein,,wirf ein,,,werft ein,,haben,,throw in,lanzar,jeter
2327,218,erringen,erringe,,erringst,,erringt,errang,,errungen,,erränge,,erring,erringe,,erringt,,haben,,win,ganar,gagner
2320,219,entladen,entlade,,entlädst,,entlädt,entlud,,entladen,,entlüde,,entlad,entlade,,entladet,,haben,,discharged,descargado,déchargé
2321,219,vergöttern,vergöttere,,vergötterst,,vergöttert,vergötterte,,vergöttert,,vergötterte,,vergötter,vergöttere,,vergöttert,,haben,,idolize,idolatrar,idolâtrer
2315,220,rüsten,rüste,,rüstest,,rüstet,rüstete,,gerüstet,,rüstete,,rüste,,,rüstet,,haben,,equip,equipar,équiper
2316,220,erstechen,ersteche,,erstichst,,ersticht,erstach,,erstochen,,erstäche,,erstich,,,erstecht,,haben,,stab,puñalada,poignarder
2317,220,vorführen,führe vor,,führst vor,,führt vor,führte vor,,vorgeführt,,führte vor,,führ vor,führe vor,,führt vor,,haben,,demonstrate,demostrar,démontrer
2318,220,aufgreifen,greife auf,,greifst auf,,greift auf,griff auf,,aufgegriffen,,griffe auf,,greife auf,greif auf,,greift auf,,haben,,take up,comenzar,prendre
2319,220,vermerken,vermerke,,vermerkst,,vermerkt,vermerkte,,vermerkt,,vermerkte,,vermerk,vermerke,,vermerkt,,haben,,note,nota,note
2310,221,missachten,missachte,,missachtest,,missachtet,missachtete,,missachtet,,missachtete,,missachte,,,missachtet,,haben,,disregard,indiferencia,mépris
2311,221,widerlegen,widerlege,,widerlegst,,widerlegt,widerlegte,,widerlegt,,widerlegte,,widerlege,,,widerlegt,,haben,,refute,refutar,réfuter
2312,221,lallen,lalle,,lallst,,lallt,lallte,,gelallt,,lallte,,lall,lalle,,lallt,,haben,,slur,calumnia,liaison
2313,221,röcheln,röchle,,röchelst,,röchelt,röchelte,,geröchelt,,röchelte,,röchle,,,röchelt,,haben,,wheeze,jadear,respiration sifflante
2314,221,kohlen,kohle,,kohlst,,kohlt,kohlte,,gekohlt,,kohlte,,kohl,kohle,,kohlt,,haben,,coal,carbón,charbon
2308,222,erwählen,erwähle,,erwählst,,erwählt,erwählte,,erwählt,,erwählte,,erwähl,erwähle,,erwählt,,haben,,choose,elegir,choisir
2309,222,mobilisieren,mobilisiere,,mobilisierst,,mobilisiert,mobilisierte,,mobilisiert,,mobilisierte,,mobilisiere,mobilisier,,mobilisiert,,haben,,mobilize,movilizar,mobiliser
2298,223,rülpsen,rülpse,,rülpst,,rülpst,rülpste,,gerülpst,,rülpste,,rülpse,,,rülpst,,haben,,burp,eructar,rot
2299,223,entsichern,entsichere,,entsicherst,,entsichert,entsicherte,,entsichert,,entsicherte,,entsichere,,,entsichert,,haben,,unlock,descubrir,ouvrir
2300,223,pokern,pokere,,pokerst,,pokert,pokerte,,gepokert,,pokerte,,pokere,,,pokert,,haben,,play poker,jugar al poker,jouer au poker
2301,223,hinterlegen,hinterlege,,hinterlegst,,hinterlegt,hinterlegte,,hinterlegt,,hinterlegte,,hinterlege,,,hinterlegt,,haben,,deposit,depósito,dépôt
2302,223,verbeugen,verbeuge,,verbeugst,,verbeugt,verbeugte,,verbeugt,,verbeugte,,verbeug,verbeuge,,verbeugt,,haben,,bow,arco,arc
2303,223,auswirken,wirke aus,,wirkst aus,,wirkt aus,wirkte aus,,ausgewirkt,,wirkte aus,,wirk aus,wirke aus,,wirkt aus,,haben,,impact,impacto,impact
2304,223,guttun,tue gut,,tust gut,,tut gut,tat gut,,gutgetan,,täte gut,,tu gut,tue gut,,tut gut,,haben,,do well,hacer bien,réussir
2305,223,entsenden,entsende,,entsendest,,entsendet,entsendete,entsandte,entsendet,entsandt,entsendete,,entsende,entsend,,entsendet,,haben,,send,enviar,envoyer
2306,223,aussperren,sperre aus,,sperrst aus,,sperrt aus,sperrte aus,,ausgesperrt,,sperrte aus,,sperr aus,sperre aus,,sperrt aus,,haben,,lock out,cerrar,lock-out
2307,223,verleiten,verleite,,verleitest,,verleitet,verleitete,,verleitet,,verleitete,,verleit,verleite,,verleitet,,haben,,tempt,tentar,tenter
2292,224,wegräumen,räume weg,,räumst weg,,räumt weg,räumte weg,,weggeräumt,,räumte weg,,räum weg,,,räumt weg,,haben,,put away,guardar,ranger
2293,224,wühlen,wühle,,wühlst,,wühlt,wühlte,,gewühlt,,wühlte,,wühle,,,wühlt,,haben,,dig,excavar,creuser
2294,224,argumentieren,argumentiere,,argumentierst,,argumentiert,argumentierte,,argumentiert,,argumentierte,,argumentiere,argumentier,,argumentiert,,haben,,argue,argumentar,argumenter
2295,224,flachlegen,lege flach,,legst flach,,legt flach,legte flach,,flachgelegt,,legte flach,,leg flach,,,legt flach,,haben,,get laid,fornicar,s'envoyer en l'air
2296,224,überschreiben,überschreibe,,überschreibst,,überschreibt,überschrieb,,überschrieben,,überschriebe,,überschreib,überschreibe,,überschreibt,,haben,,overwrite,exagerar,écraser
2297,224,fahnden,fahnde,,fahndest,,fahndet,fahndete,,gefahndet,,fahndete,,fahnd,fahnde,,fahndet,,haben,,search,buscar,recherche
2287,225,beherbergen,beherberge,,beherbergst,,beherbergt,beherbergte,,beherbergt,,beherbergte,,beherberg,,,beherbergt,,haben,,accommodate,acomodar,accommoder
2288,225,überführen,überführe,,überführst,,überführt,überführte,,überführt,,überführte,,überführ,überführe,,überführt,,haben,,transfer,transferir,transfert
2289,225,fackeln,fackele,,fackelst,,fackelt,fackelte,,gefackelt,,fackelte,,fackel,fackele,,fackelt,,haben,,torch,antorcha,torche
2290,225,vertiefen,vertiefe,,vertiefst,,vertieft,vertiefte,,vertieft,,vertiefte,,vertief,vertiefe,,vertieft,,haben,,deepen,profundizar,approfondir
2291,225,zuwenden,wende zu,,wendest zu,,wendet zu,wendete zu,wandte zu,zugewendet,zugewandt,wendete zu,,wend zu,wende zu,,wendet zu,,haben,,turn to,empezar a,se tourner vers
2283,226,erschweren,erschwere,,erschwerst,,erschwert,erschwerte,,erschwert,,erschwerte,,erschwer,erschwere,,erschwert,,haben,,complicate,complicar,compliquer
2284,226,stapeln,staple,stapele,stapelst,,stapelt,stapelte,,gestapelt,,stapelte,,staple,stapele,,stapelt,,haben,,stack,pila,empiler
2285,226,anzweifeln,zweifle an,zweifele an,zweifelst an,,zweifelt an,zweifelte an,,angezweifelt,,zweifelte an,,zweifle an,zweifele an,,zweifelt an,,haben,,doubt,duda,doute
2286,226,einstufen,stufe ein,,stufst ein,,stuft ein,stufte ein,,eingestuft,,stufte ein,,stufe ein,,,stuft ein,,haben,,classify,clasificar,classer
2279,227,walten,walte,,waltest,,waltet,waltete,,gewaltet,,waltete,,walte,,,waltet,,haben,,prevail,prevalecer,prévaloir
2280,227,ritzen,ritze,,ritzt,,ritzt,ritzte,,geritzt,,ritzte,,ritze,ritz,,ritzt,,haben,,scratch,rascar,gratter
2281,227,verkürzen,verkürze,,verkürzt,,verkürzt,verkürzte,,verkürzt,,verkürzte,,verkürz,verkürze,,verkürzt,,haben,,shorten,acortar,raccourcir
2282,227,hasten,haste,,hastest,,hastet,hastete,,gehastet,,hastete,,haste,,,hastet,,sein,,hurry,apurarse,dépêchez-vous
2275,228,assimilieren,assimiliere,,assimilierst,,assimiliert,assimilierte,,assimiliert,,assimilierte,,assimiliere,assimilier,,assimiliert,,haben,,assimilate,asimilar,assimiler
2276,228,zusammenhängen,hänge zusammen,,hängst zusammen,,hängt zusammen,hing zusammen,,zusammengehangen,,hinge zusammen,,häng zusammen,hänge zusammen,,hängt zusammen,,haben,,related,relacionado,en rapport
2277,228,einwilligen,willige ein,,willigst ein,,willigt ein,willigte ein,,eingewilligt,,willigte ein,,willige ein,,,willigt ein,,haben,,consent,consentir,consentement
2278,228,krabben,krabbe,,krabbst,,krabbt,krabbte,,gekrabbt,,krabbte,,krabb,krabbe,,krabbt,,haben,,crabs,cangrejos,crabes
2271,229,abschaffen,schaffe ab,,schaffst ab,,schafft ab,schaffte ab,,abgeschafft,,schaffte ab,,schaffe ab,,,schafft ab,,haben,,abolish,abolir,abolir
2272,229,vermählen,vermähle,,vermählst,,vermählt,vermählte,,vermählt,,vermählte,,vermähl,vermähle,,vermählt,,haben,,marry,casarse,marier
2273,229,entschädigen,entschädige,,entschädigst,,entschädigt,entschädigte,,entschädigt,,entschädigte,,entschädig,entschädige,,entschädigt,,haben,,compensate,compensar,compenser
2274,229,rumpeln,rumpele,,rumpelst,,rumpelt,rumpelte,,gerumpelt,,rumpelte,,rumpel,rumpele,,rumpelt,,haben,sein,rumble,retumbar,gronder
2265,230,untersagen,untersage,,untersagst,,untersagt,untersagte,,untersagt,,untersagte,,untersag,untersage,,untersagt,,haben,,prohibit,prohibir,interdire
2266,230,missbrauchen,missbrauche,,missbrauchst,,missbraucht,missbrauchte,,missbraucht,,missbrauchte,,missbrauch,missbrauche,,missbraucht,,haben,,abuse,abuso,abus
2267,230,erkaufen,erkaufe,,erkaufst,,erkauft,erkaufte,,erkauft,,erkaufte,,erkaufe,,,erkauft,,haben,,buy,comprar,acheter
2268,230,vererben,vererbe,,vererbst,,vererbt,vererbte,,vererbt,,vererbte,,vererb,vererbe,,vererbt,,haben,,inherit,heredar,hériter
2269,230,abspringen,springe ab,,springst ab,,springt ab,sprang ab,,abgesprungen,,spränge ab,,spring ab,springe ab,,springt ab,,sein,,jump off,participar en un desempate,sauter
2270,230,verstauen,verstaue,,verstaust,,verstaut,verstaute,,verstaut,,verstaute,,verstau,verstaue,,verstaut,,haben,,stow away,guardar,ranger
2259,231,abkratzen,kratze ab,,kratzt ab,,kratzt ab,kratzte ab,,abgekratzt,,kratzte ab,,kratz ab,,,kratzt ab,,haben,sein,scrape off,quitar raspando,gratter
2260,231,schädigen,schädige,,schädigst,,schädigt,schädigte,,geschädigt,,schädigte,,schädige,,,schädigt,,haben,,damage,daño,dommage
2261,231,befürworten,befürworte,,befürwortest,,befürwortet,befürwortete,,befürwortet,,befürwortete,,befürwort,befürworte,,befürwortet,,haben,,advocate,defensor,avocat
2262,231,herausgeben,gebe heraus,,gibst heraus,,gibt heraus,gab heraus,,herausgegeben,,gäbe heraus,,gib heraus,,,gebt heraus,,haben,,issue,asunto,problème
2263,231,bluffen,bluffe,,bluffst,,blufft,bluffte,,geblufft,,bluffte,,bluff,bluffe,,blufft,,haben,,bluff,bluff,bluffer
2264,231,überrumpeln,überrumple,überrumpele,überrumpelst,,überrumpelt,überrumpelte,,überrumpelt,,überrumpelte,,überrumple,überrumpele,,überrumpelt,,haben,,surprise,sorpresa,surprendre
2255,232,entgegenkommen,komme entgegen,,kommst entgegen,,kommt entgegen,kam entgegen,,entgegengekommen,,käme entgegen,,komm entgegen,komme entgegen,,kommt entgegen,,sein,,accommodate,acomodar,accommoder
2256,232,bezwingen,bezwinge,,bezwingst,,bezwingt,bezwang,,bezwungen,,bezwänge,,bezwinge,,,bezwingt,,haben,,conquer,conquistar,conquérir
2257,232,flicken,flicke,,flickst,,flickt,flickte,,geflickt,,flickte,,flicke,,,flickt,,haben,,patch,parche,correctif
2258,232,hineingehen,gehe hinein,,gehst hinein,,geht hinein,ging hinein,,hineingegangen,,ginge hinein,,geh hinein,gehe hinein,,geht hinein,,sein,,go in,entrar,entrer
2250,233,rattern,rattere,,ratterst,,rattert,ratterte,,gerattert,,ratterte,,rattere,ratter,,rattert,,haben,,rattle,traqueteo,hochet
2251,233,entmutigen,entmutige,,entmutigst,,entmutigt,entmutigte,,entmutigt,,entmutigte,,entmutig,entmutige,,entmutigt,,haben,,discourage,desalentar,décourager
2252,233,transferieren,transferiere,,transferierst,,transferiert,transferierte,,transferiert,,transferierte,,transferiere,transferier,,transferiert,,haben,,transfer,transferir,transfert
2253,233,inhaftieren,inhaftiere,,inhaftierst,,inhaftiert,inhaftierte,,inhaftiert,,inhaftierte,,inhaftiere,inhaftier,,inhaftiert,,haben,,imprison,encarcelar,emprisonner
2254,233,ekeln,ekle,ekele,ekelst,,ekelt,ekelte,,geekelt,,ekelte,,ekle,ekele,,ekelt,,haben,,disgust,asco,dégoût
2246,234,vorrücken,rücke vor,,rückst vor,rückest vor,rückt vor,rückte vor,,vorgerückt,,rückte vor,,rück vor,rücke vor,,rückt vor,rücket vor,sein,,advance,avance,avance
2247,234,verschulden,verschulde,,verschuldest,,verschuldet,verschuldete,,verschuldet,,verschuldete,,verschuld,verschulde,,verschuldet,,haben,,fault,falla,faute
2248,234,runterholen,hole runter,,holst runter,,holt runter,holte runter,,runtergeholt,,holte runter,,hol runter,,,holt runter,,haben,,bring down,reducir,faire baisser
2249,234,terrorisieren,terrorisiere,,terrorisierst,,terrorisiert,terrorisierte,,terrorisiert,,terrorisierte,,terrorisier,terrorisiere,,terrorisiert,,haben,,terrorize,aterrorizar,terroriser
2241,235,schnaufen,schnaufe,,schnaufst,,schnauft,schnaufte,,geschnauft,,schnaufte,,schnaufe,,,schnauft,,haben,,gasp,jadear,haleter
2242,235,aufschieben,schiebe auf,,schiebst auf,,schiebt auf,schob auf,,aufgeschoben,,schöbe auf,,schieb auf,schiebe auf,,schiebt auf,,haben,,postpone,posponer,reporter
2243,235,beehren,beehre,,beehrst,,beehrt,beehrte,,beehrt,,beehrte,,beehr,beehre,,beehrt,,haben,,honor,honor,honneur
